Month,City,Merchant,Total_Sales,No_of_sales
May 2017,39,Kimberly Welchel inc,"171,910",10
May 2017,39,Jane Terry 3 inc,"149,591",8
May 2017,40,Karla Fernandez inc,"138,333",8
May 2017,40,James Pope 4 inc,"107,027",4
May 2017,40,Donald Turnquist inc,"106,030",5
May 2017,40,Matthew Anderson 3 inc,"90,899",4
May 2017,40,Kenneth Fountain inc,"86,101",3
May 2017,41,Joyce Mendez inc,"484,634",25
May 2017,41,Richard Bower inc,"398,518",20
May 2017,41,Angela Peterson 3 inc,"267,647",15
May 2017,41,Stella Walker inc,"245,294",11
May 2017,41,Veronica Paul inc,"185,440",10
May 2017,42,Carlene Phelps inc,"587,311",29
May 2017,42,Louis Kahn inc,"577,984",28
May 2017,42,Glenn Richmond inc,"463,979",24
May 2017,42,Vincenzo Devenport inc,"396,987",17
May 2017,42,Marvin Sanchez 2 inc,"392,249",20
May 2017,44,Jon Moore inc,"346,229",14
May 2017,44,Bart Carney inc,"305,329",15
May 2017,44,Ashley Krupa inc,"232,998",10
May 2017,44,Spencer Greenstreet inc,"220,192",10
May 2017,44,William Johnson 30 inc,"162,744",7
May 2017,46,Andrew Jones 9 inc,"303,267",16
May 2017,46,Paul Ross 3 inc,"286,925",15
May 2017,46,Edward Colter inc,"252,742",11
May 2017,46,Mariano Krenz inc,"249,534",11
May 2017,46,Milton Herrera inc,"232,744",11
May 2017,47,Jeff Carr 2 inc,"362,533",17
May 2017,47,Nicole Chamberlain inc,"352,063",19
May 2017,47,Walter Jorgensen inc,"243,320",13
May 2017,47,Marion Whitaker inc,"209,340",10
May 2017,47,Carlos Cook inc,"177,055",9
May 2017,48,Bryan Vasquez inc,"615,383",30
May 2017,48,Stanley Cuevas inc,"466,983",24
May 2017,48,Zelda Bozell inc,"452,510",22
May 2017,48,Maria Bugg inc,"404,379",22
May 2017,48,Angelina Hartz inc,"378,200",18
May 2017,49,Carole Lotton inc,"414,845",17
May 2017,49,Bernice Battles inc,"309,078",16
May 2017,49,Dale Nielsen inc,"301,374",15
May 2017,49,Joan Holmes 2 inc,"148,706",8
May 2017,49,Victor Parsons inc,"131,488",7
May 2017,51,Mary Mraz inc,"1,563,798",78
May 2017,51,Joanne Yannone inc,"1,207,321",62
May 2017,51,Micheal Styles inc,"1,025,950",47
May 2017,51,Cassandra Scarbrough inc,"915,693",50
May 2017,51,Jean Jolley inc,"912,449",46
May 2017,52,Jean Biser inc,"536,255",28
May 2017,52,Richard Bell 6 inc,"410,504",22
May 2017,52,Arthur Noel inc,"407,412",21
May 2017,52,Kurt Sapp inc,"379,561",19
May 2017,52,Sadie Mccrate inc,"318,139",15
May 2017,53,Cornelius Mattson inc,"3,900,504",187
May 2017,53,Keith Conley 3 inc,"3,208,464",156
May 2017,53,Cynthia Phelps inc,"1,880,271",96
May 2017,53,Robert Murdock inc,"1,731,781",83
May 2017,53,Debra Wilczynski inc,"1,630,049",81
May 2017,54,Eloise Sorbo inc,"358,552",20
May 2017,54,Michael Floyd 4 inc,"75,183",3
May 2017,54,Dwayne Brayman inc,"72,322",3
May 2017,54,Mark Cruz inc,"71,445",3
May 2017,54,Barbara Brantly inc,"69,316",3
May 2017,56,Mary Varos inc,"984,771",45
May 2017,56,Gerald Miller 3 inc,"827,243",41
May 2017,56,Robert Ballard 4 inc,"460,501",20
May 2017,56,Courtney Mansfield inc,"432,829",20
May 2017,56,Scott Cornelius inc,"401,034",19
May 2017,57,Jennifer Furr inc,"4,068,490",200
May 2017,57,Eddie Plunkett inc,"3,585,214",181
May 2017,57,Kenneth Huson inc,"2,952,347",149
May 2017,57,Rhonda Wheeler inc,"1,540,740",76
May 2017,57,Eloise Montgomery inc,"1,361,146",69
May 2017,58,Trevor Najera inc,"338,780",17
May 2017,58,Gregory Pollard inc,"207,674",8
May 2017,58,Karen Brendal inc,"188,307",11
May 2017,58,Brian Reyna inc,"161,025",8
May 2017,58,Anthony Rosenau inc,"150,441",6
May 2017,60,Lucas Ohara inc,"2,183,271",106
May 2017,60,Diane Perez 2 inc,"1,110,405",50
May 2017,60,Rafael Goss inc,"788,717",38
May 2017,60,Catherine Hurley inc,"691,482",31
May 2017,60,Kevin Deponte inc,"672,976",33
May 2017,61,Benjamin Elliott 3 inc,"358,806",19
May 2017,61,Alvin Garrison inc,"127,512",6
May 2017,61,Audrey Thrash inc,"107,965",7
May 2017,61,Ashley Hertenstein inc,"80,328",3
May 2017,61,Susan Wood 2 inc,"78,758",6
May 2017,62,Richard William inc,"382,568",17
May 2017,62,Richard Jones 18 inc,"352,466",18
May 2017,62,Gloria Scheunemann inc,"341,123",17
May 2017,62,Rita Mcreynolds inc,"282,913",16
May 2017,62,John Banks 5 inc,"232,928",14
May 2017,63,Nestor Wright inc,"541,379",25
May 2017,63,Johnathan Oldham inc,"397,163",18
May 2017,63,Jon Creasey inc,"295,205",14
May 2017,63,Robert Boyette inc,"285,039",13
May 2017,63,Raul Arroyo inc,"165,108",9
May 2017,64,Edgar Johnson 3 inc,"471,152",22
May 2017,64,Matthew Cassem inc,"456,352",24
May 2017,64,Evelia Rexford inc,"399,733",17
May 2017,64,Essie Chapman inc,"359,748",18
May 2017,64,Richard Armstrong 2 inc,"306,790",18
May 2017,65,Alfred Mcbath inc,"217,634",9
May 2017,65,Richard Boehm inc,"196,849",9
May 2017,65,Elton Lemons inc,"113,160",5
May 2017,65,Paul Abbott inc,"107,154",5
May 2017,65,Edwin Harper inc,"103,713",4
May 2017,66,Manuel Furlong inc,"1,001,952",51
May 2017,66,Derrick Phillips 2 inc,"400,904",21
May 2017,66,Dora Tuck inc,"347,045",17
May 2017,66,Robert Clark 17 inc,"272,871",13
May 2017,66,David Jagers inc,"262,573",13
May 2017,68,Nola Bulow inc,"874,644",40
May 2017,68,Clair Ziech inc,"251,251",14
May 2017,68,Jarvis Carrington inc,"246,054",13
May 2017,68,Sheri Stidham inc,"163,712",8
May 2017,68,Mary Harmon 3 inc,"149,701",7
May 2017,69,John Miller 7 inc,"202,794,720","10,040"
May 2017,69,Henry Barnhill inc,"51,262,578","2,566"
May 2017,69,June Gray inc,"31,922,996","1,582"
May 2017,69,Weston Hendon inc,"28,775,152","1,424"
May 2017,69,Pamela Glass 2 inc,"20,099,813",997
May 2017,70,Ileen Niss inc,"529,499",26
May 2017,70,Margie Dillard inc,"226,330",11
May 2017,70,Maxine Nolan inc,"167,171",7
May 2017,70,Lisa Gillen inc,"152,577",8
May 2017,70,Yolanda Carlock inc,"147,501",5
May 2017,71,Horace Magnuson inc,"194,434",8
May 2017,71,Harold Buster inc,"107,243",5
May 2017,71,Adam Shields inc,"97,653",4
May 2017,71,Cindy Perry 2 inc,"94,599",5
May 2017,71,Anna Blumberg inc,"91,273",4
May 2017,73,Kathleen Lavole inc,"540,539",25
May 2017,73,Marilyn Conatser inc,"245,888",11
May 2017,73,Sylvia Carter inc,"120,662",9
May 2017,73,Richard Miller 10 inc,"117,907",7
May 2017,73,Tracey Herz inc,"113,586",5
May 2017,74,Barbara Forney inc,"422,362",21
May 2017,74,Andrea Cioffi inc,"201,521",9
May 2017,74,Scott Blevins inc,"140,105",7
May 2017,74,Alan Prechtl inc,"125,362",6
May 2017,74,Morris Bennett inc,"116,904",5
May 2017,75,William Gomez 5 inc,"406,960",21
May 2017,75,Robert Flannigan 2 inc,"260,177",10
May 2017,75,Angel Raper inc,"212,845",10
May 2017,75,James Funk 2 inc,"198,793",9
May 2017,75,Daniel Rose inc,"189,698",11
May 2017,76,Bridget Kisner inc,"5,966,827",312
May 2017,76,Karen Ohare inc,"2,043,323",102
May 2017,76,Valerie Fitch inc,"1,958,664",96
May 2017,76,Brandon Lodi inc,"1,447,647",73
May 2017,76,Carolyn Reeves 2 inc,"1,425,072",71
May 2017,77,William Schwerdtfeger inc,"405,016",18
May 2017,77,David Alto inc,"223,242",13
May 2017,77,Ursula Martinez inc,"186,586",9
May 2017,77,Jorge Taber inc,"160,377",8
May 2017,77,Lewis Abram inc,"155,600",8
May 2017,78,John Offerdahl inc,"605,850",27
May 2017,78,Richard Hunsaker inc,"536,847",29
May 2017,78,Edward Levy inc,"515,338",20
May 2017,78,Kenneth Mullen inc,"495,641",24
May 2017,78,James Nesbit 2 inc,"338,279",18
May 2017,79,Stephen Krummel inc,"571,367",32
May 2017,79,Sabrina Arnold 2 inc,"571,162",31
May 2017,79,Ronald Miller 5 inc,"553,724",28
May 2017,79,Martin Adkins inc,"375,487",17
May 2017,79,Gregory Edwards inc,"374,678",20
May 2017,80,Eugene Pell inc,"443,969",22
May 2017,80,Clara Leung 2 inc,"297,874",13
May 2017,80,Kari Jones inc,"167,812",9
May 2017,80,Lillian Bailey inc,"140,533",7
May 2017,80,Theodore Martine inc,"120,767",6
May 2017,81,Maria Heller inc,"254,422",13
May 2017,81,William Silsby inc,"195,461",10
May 2017,81,Randall Kaufman inc,"175,175",8
May 2017,81,Julie Schultz inc,"155,734",7
May 2017,81,Timothy Paradise inc,"112,186",5
May 2017,82,Allen Emmons inc,"371,486",17
May 2017,82,Marie Husband inc,"293,675",15
May 2017,82,Thomas Regan inc,"144,326",7
May 2017,82,Joyce Wilson 5 inc,"139,922",9
May 2017,82,Gary Fleeger inc,"134,678",5
May 2017,83,Joyce Whitehead inc,"333,278",17
May 2017,83,Barry Schuh inc,"321,609",18
May 2017,83,Kenneth Hudson inc,"290,976",13
May 2017,83,Tyrone Thompson 2 inc,"276,593",16
May 2017,83,Chad Robinson 4 inc,"257,830",15
May 2017,84,Nichole Wilson inc,"179,697",9
May 2017,84,Margaret Matheny inc,"167,499",7
May 2017,84,Michael Wingham inc,"111,173",6
May 2017,84,Jeff Wyman inc,"105,105",5
May 2017,84,Barbara Chui inc,"99,232",7
May 2017,85,Bernard Nisbett inc,"262,156",12
May 2017,85,Bobby Mills inc,"248,250",10
May 2017,85,Kathleen Hodgson inc,"182,848",9
May 2017,85,Matthew Fain inc,"118,566",5
May 2017,85,Michael Smithson inc,"115,470",5
May 2017,86,Jared Kirk inc,"302,499",16
May 2017,86,Diana Seide inc,"142,572",6
May 2017,86,Margaret Thompson 6 inc,"136,416",6
May 2017,86,David Butler 4 inc,"123,213",6
May 2017,86,Christine Blackwell inc,"114,443",7
May 2017,87,Joe Montgomery inc,"4,667,848",230
May 2017,87,Doug Moran inc,"4,286,002",211
May 2017,87,Frank Garcia 2 inc,"3,948,786",194
May 2017,87,Tessie Jaramillo inc,"3,336,697",169
May 2017,87,Betty Hunter 2 inc,"3,070,487",156
May 2017,88,Heather Ramberg inc,"8,218,053",419
May 2017,88,Deidre Bright inc,"6,555,839",333
May 2017,88,Ronald Hussein inc,"6,289,793",309
May 2017,88,Samantha Jackson inc,"5,948,713",292
May 2017,88,Kristen Hurtado inc,"4,921,258",242
May 2017,89,Carl Fonseca inc,"308,235",14
May 2017,89,Kim Hayman inc,"108,349",4
May 2017,89,George Hicks 2 inc,"96,752",5
May 2017,89,James Roderick inc,"80,810",4
May 2017,89,Felicia Roberts 2 inc,"79,970",3
May 2017,90,Brian Moffatt inc,"697,875",34
May 2017,90,Brett Dejohn inc,"600,358",27
May 2017,90,Jeffrey Wilson inc,"395,752",18
May 2017,90,Lee Vazquez inc,"380,674",18
May 2017,90,Leslie Dejesus inc,"363,959",15
May 2017,91,Robert Rainville inc,"401,250",20
May 2017,91,Vicente Landeros inc,"161,845",10
May 2017,91,Christine Devine inc,"143,490",9
May 2017,91,Juana Bouchard inc,"133,639",6
May 2017,91,John Flowers 3 inc,"116,739",5
May 2017,92,Lisa Denning inc,"134,695",6
May 2017,92,Patricia Nazario inc,"48,664",2
May 2017,92,Charles Berg inc,"45,057",2
May 2017,92,David Millay inc,"39,738",1
May 2017,92,Annie Watson 3 inc,"34,462",1
May 2017,94,Dora Dermody inc,"428,733",21
May 2017,94,Zachary Solis inc,"405,046",18
May 2017,94,Brian Jones 8 inc,"290,812",14
May 2017,94,Cassie Franklin inc,"247,714",14
May 2017,94,Leslie Trull inc,"215,919",10
May 2017,96,Wendy Meyer inc,"783,387",41
May 2017,96,Lane Cross inc,"741,526",35
May 2017,96,Karen Holsten inc,"584,239",32
May 2017,96,Quinton Nelson inc,"565,901",26
May 2017,96,Bruce Braden inc,"515,584",25
May 2017,97,Richard Caskey inc,"896,441",49
May 2017,97,Beverly Lee inc,"788,774",39
May 2017,97,Joseph Burns 3 inc,"477,632",26
May 2017,97,David Lightfoot 2 inc,"445,120",26
May 2017,97,Edward Goodridge inc,"291,100",14
May 2017,98,Morris Denton inc,"393,978",19
May 2017,98,Bobby Rogers inc,"286,770",13
May 2017,98,Dwight Alexander inc,"249,751",13
May 2017,98,Tara Miller inc,"238,281",14
May 2017,98,Mavis Willis inc,"233,793",10
May 2017,100,Steven Epps inc,"664,597",33
May 2017,100,Candace Morton inc,"302,584",17
May 2017,100,Earl Brown 2 inc,"298,660",15
May 2017,100,George Mondragon inc,"275,934",14
May 2017,100,Leon Newell inc,"274,769",15
May 2017,101,Carol Tate inc,"366,874",19
May 2017,101,Derek Davis 2 inc,"345,570",18
May 2017,101,Larry Faucher inc,"242,944",11
May 2017,101,Lance Sanos inc,"242,489",13
May 2017,101,David Espitia inc,"210,098",9
May 2017,102,Barry Hart inc,"622,066",33
May 2017,102,Cleta Ro inc,"347,068",19
May 2017,102,Troy Centeno inc,"327,197",17
May 2017,102,Kimberly Luna inc,"269,008",13
May 2017,102,Ramona Lay inc,"252,640",11
May 2017,103,Austin Talty inc,"222,796",11
May 2017,103,William Murray 5 inc,"142,633",8
May 2017,103,Tracy Vansant inc,"108,290",5
May 2017,103,Sam Werner inc,"89,187",4
May 2017,103,Anna Campbell inc,"85,733",4
May 2017,104,Lillian Riffel inc,"369,281",17
May 2017,104,James Thomas 20 inc,"348,104",17
May 2017,104,Joseph Jacobs inc,"251,432",12
May 2017,104,Laura Johnson 8 inc,"195,455",10
May 2017,104,Jeffery Wills inc,"180,450",10
May 2017,105,Eusebio Steese inc,"548,478",30
May 2017,105,Shawna Ward inc,"247,609",10
May 2017,105,Gail Zastrow inc,"239,261",11
May 2017,105,Steve Haward inc,"220,366",11
May 2017,105,Phillip Lewis 3 inc,"216,408",9
May 2017,106,Antonia Greenberg inc,"520,496",27
May 2017,106,Bryan Porterfield inc,"274,547",12
May 2017,106,Tamara Vasquez inc,"240,135",12
May 2017,106,Thomas Crowe 2 inc,"183,366",8
May 2017,106,Debbie Mitchell inc,"169,328",6
May 2017,107,Julius Kutz inc,"3,035,847",158
May 2017,107,Tim Crosby inc,"2,038,491",100
May 2017,107,Michael Truelove inc,"1,188,870",61
May 2017,107,Mary Duke 3 inc,"1,081,682",53
May 2017,107,Kimberly Subido inc,"961,780",48
May 2017,108,Suzanne Hammond inc,"328,184",13
May 2017,108,Daniel Jackson 9 inc,"189,138",9
May 2017,108,Virginia Weymouth inc,"157,429",8
May 2017,108,Jeannine Lockett inc,"137,475",6
May 2017,108,Delois Mcdaniel inc,"130,834",7
May 2017,109,Lucille Knights inc,"797,060",38
May 2017,109,Jose Ortega inc,"582,810",27
May 2017,109,Maria Jobson inc,"437,332",21
May 2017,109,Willa Mccormick inc,"345,051",15
May 2017,109,Betty Bale inc,"304,963",16
May 2017,110,Donna Gonzalez 4 inc,"2,999,180",148
May 2017,110,Wanda Hill inc,"929,367",44
May 2017,110,Mae Brown inc,"919,212",47
May 2017,110,Connie Thompson 2 inc,"728,400",35
May 2017,110,Roger Pray inc,"726,341",33
May 2017,111,Marlon Braund inc,"332,299",14
May 2017,111,David Kilpatrick inc,"255,038",14
May 2017,111,Bertha Walton inc,"243,317",12
May 2017,111,Robert Flores 6 inc,"216,765",14
May 2017,111,Janice Rogers inc,"206,921",8
May 2017,112,Linda Black inc,"164,532",9
May 2017,112,Douglas Richner inc,"140,908",6
May 2017,112,Gregory Barnett 2 inc,"113,513",6
May 2017,112,Patrick Hubbard inc,"95,577",4
May 2017,112,Marcus Davis inc,"90,704",5
May 2017,113,Mary Montgomery 4 inc,"217,120",11
May 2017,113,Arlene Lehmberg inc,"179,834",9
May 2017,113,Ellen Foersterling inc,"119,077",5
May 2017,113,Darrell Weis inc,"110,080",5
May 2017,113,Joanna Ovalle inc,"85,923",4
May 2017,114,Kellie Aguilar inc,"419,722",22
May 2017,114,Joann Vidinha inc,"226,124",11
May 2017,114,Sandra Rustin inc,"206,421",8
May 2017,114,Leonard Crawford inc,"172,295",8
May 2017,114,Estella Bewick inc,"113,916",6
May 2017,115,John Campbell 11 inc,"330,829",16
May 2017,115,Johnny Ahmed inc,"215,340",12
May 2017,115,Cynthia Mccall inc,"188,966",8
May 2017,115,Holly Roper inc,"157,885",7
May 2017,115,Lamar Kyle inc,"134,520",8
May 2017,116,Chad Tobar inc,"1,208,627",59
May 2017,116,Matthew Barnett 3 inc,"1,046,702",51
May 2017,116,Mildred Leitheiser inc,"916,159",47
May 2017,116,Anthony Wangler inc,"885,304",44
May 2017,116,Novella Yates inc,"794,854",43
May 2017,117,Theresa Martin 3 inc,"2,011,360",99
May 2017,117,Dion Cantu inc,"1,871,910",87
May 2017,117,Michael Farruggio inc,"1,487,847",77
May 2017,117,Catherine Tanner inc,"1,370,384",71
May 2017,117,Debra Alexander 2 inc,"1,142,120",60
May 2017,118,Werner Shepherd inc,"210,662",12
May 2017,118,Cristy Key inc,"206,501",8
May 2017,118,Shirley Brown 7 inc,"85,736",4
May 2017,118,Deidre Prieto inc,"74,364",4
May 2017,118,John Mcgovern inc,"72,558",4
May 2017,119,Betty Sanford inc,"317,088",16
May 2017,119,James Camp 3 inc,"283,515",12
May 2017,119,Lamar Gates inc,"245,568",11
May 2017,119,Jason Pappas inc,"222,719",11
May 2017,119,James David 2 inc,"202,731",12
May 2017,120,Timothy Blackman inc,"307,509",16
May 2017,120,Sandra Summers inc,"258,686",15
May 2017,120,Patricia Nebergall inc,"202,252",9
May 2017,120,Kenneth Lewis 3 inc,"190,347",10
May 2017,120,Denise Fowler 2 inc,"184,379",8
May 2017,122,Karen Holsten inc,"134,519",7
May 2017,122,Roberta Malcolm inc,"61,621",3
May 2017,122,Summer Parker inc,"48,679",2
May 2017,122,Erma Vaden inc,"44,587",2
May 2017,122,Derek Zimmerman inc,"43,755",3
May 2017,123,Alan Shannon inc,"616,963",30
May 2017,123,Rita Barber inc,"515,990",28
May 2017,123,Katharine Mathews inc,"361,263",20
May 2017,123,Kurt Garcia inc,"354,967",16
May 2017,123,Cecila Ragusa inc,"225,381",11
May 2017,124,Richard Blevins inc,"433,716",23
May 2017,124,Ellsworth Shubert inc,"305,173",14
May 2017,124,Weston Cyree inc,"227,618",9
May 2017,124,Jodie Otero inc,"220,081",11
May 2017,124,Kara Cotner inc,"214,953",10
May 2017,125,Alex Purtell inc,"429,935",22
May 2017,125,Virginia Maisey inc,"411,698",20
May 2017,125,Brent Higgins inc,"404,805",19
May 2017,125,Caroline Mccann inc,"371,868",17
May 2017,125,Anthony Cain 2 inc,"323,876",15
May 2017,126,Kristi Radford inc,"620,944",28
May 2017,126,Dorothy Tolman inc,"542,211",23
May 2017,126,Alice Freitag inc,"420,930",18
May 2017,126,Oscar Nelson 2 inc,"398,888",21
May 2017,126,Kevin Chang inc,"393,095",18
May 2017,128,Lisa Macki inc,"502,988",25
May 2017,128,Pamela Pickett inc,"367,057",18
May 2017,128,Eva Moffat inc,"331,963",15
May 2017,128,Richard Ward 7 inc,"224,905",11
May 2017,128,Matthew Hebert 3 inc,"222,256",11
May 2017,129,Barbara Sasaki inc,"668,439",34
May 2017,129,Robert Dockery inc,"545,166",26
May 2017,129,Sabrina Holley inc,"502,558",22
May 2017,129,Jackson Tweedy inc,"348,488",18
May 2017,129,Beverly Johnson 3 inc,"318,922",14
May 2017,130,Virginia Mustafa inc,"248,729",10
May 2017,130,Barbara Romero 2 inc,"109,573",4
May 2017,130,Michele Walters inc,"71,327",3
May 2017,130,Roy Guertin inc,"56,657",2
May 2017,130,Kevin Peters inc,"54,392",2
May 2017,131,Bill Brainard inc,"815,678",42
May 2017,131,James Orrick inc,"742,374",38
May 2017,131,Christen Harlow inc,"707,177",35
May 2017,131,Christian Penn inc,"573,805",29
May 2017,131,Micheal Moyer inc,"564,185",26
May 2017,133,George Cecchini inc,"231,106",10
May 2017,133,Dean Noggle inc,"179,406",10
May 2017,133,Tyler Sharpe inc,"155,468",8
May 2017,133,Dorothy Eder inc,"128,950",6
May 2017,133,Joseph Palmese inc,"109,175",6
May 2017,135,Michael King 9 inc,"869,420",41
May 2017,135,Erik Tovar inc,"541,286",26
May 2017,135,Phillip Carlson inc,"418,064",19
May 2017,135,Hugh Ford inc,"399,408",20
May 2017,135,Irma Zamarripa inc,"301,366",13
May 2017,136,Boyd Delosh inc,"620,003",31
May 2017,136,Justin Pellicone inc,"561,094",25
May 2017,136,John Marsaw inc,"443,140",22
May 2017,136,Jennifer Brown 8 inc,"392,891",22
May 2017,136,Mark Parrish inc,"313,897",16
May 2017,137,Charles Cota inc,"7,290,358",345
May 2017,137,George Caporiccio inc,"6,689,479",333
May 2017,137,Liana Ramos inc,"6,452,181",313
May 2017,137,Rebecca Ross inc,"5,018,289",240
May 2017,137,Claudia Frazier inc,"2,782,748",141
May 2017,138,Jessica Wilson inc,"1,313,705",66
May 2017,138,Barbara Brantly inc,"1,186,477",60
May 2017,138,Elizabeth Pennington inc,"1,128,907",62
May 2017,138,Eloise Sorbo inc,"769,035",35
May 2017,138,Carol Martin 4 inc,"697,042",32
May 2017,139,Irene Rutledge inc,"429,327",23
May 2017,139,Caroline Green inc,"322,459",15
May 2017,139,Jean Rogers 2 inc,"290,380",14
May 2017,139,Margie Alford inc,"235,930",11
May 2017,139,Patricia Ross 4 inc,"195,008",9
May 2017,140,Janet Mendiola inc,"2,512,809",124
May 2017,140,Eugene Lovelace inc,"1,258,341",62
May 2017,140,Robert Molina 2 inc,"1,213,728",62
May 2017,140,Lorraine Bittner inc,"1,069,464",56
May 2017,140,Chad Tobar inc,"836,451",44
May 2017,142,Manuel Lanehart inc,"326,021",19
May 2017,142,Bertha Albright inc,"84,628",4
May 2017,142,Janet Banks inc,"83,262",5
May 2017,142,Dyan Davis inc,"82,486",5
May 2017,142,Gregg Perez inc,"78,294",5
May 2017,143,Scott Hepburn inc,"7,371,043",368
May 2017,143,Helen Kern inc,"6,133,288",306
May 2017,143,Alan Eisenhower inc,"5,407,553",275
May 2017,143,Rose Garner inc,"4,562,221",233
May 2017,143,Rashida Hernandez inc,"3,604,272",183
May 2017,144,Kristofer Oquinn inc,"321,954",17
May 2017,144,Melvin Haro inc,"236,512",12
May 2017,144,Patricia Saucedo inc,"204,942",9
May 2017,144,Robert Mccain inc,"200,019",12
May 2017,144,Andres Knight inc,"157,771",9
May 2017,145,Helen Brown 6 inc,"507,572",23
May 2017,145,Martin Long inc,"451,028",26
May 2017,145,Emmett Christian inc,"326,997",14
May 2017,145,Matt Harris inc,"176,118",7
May 2017,145,Andrew Powers 3 inc,"175,372",9
May 2017,146,Mary Kirby 2 inc,"461,084",22
May 2017,146,Sandra Kalkman inc,"202,787",9
May 2017,146,John Powell 7 inc,"182,891",7
May 2017,146,Edward Cross inc,"161,947",7
May 2017,146,Suzanne Bartholomew inc,"143,294",6
May 2017,147,Patricia Dodson inc,"650,688",31
May 2017,147,Thomas Chipps inc,"582,924",27
May 2017,147,Emma Laird inc,"504,248",28
May 2017,147,Rachel Kennedy 2 inc,"482,928",25
May 2017,147,Richard Chavez 3 inc,"476,015",25
May 2017,148,Christopher Mcdonald inc,"536,555",26
May 2017,148,Tricia Dozier inc,"402,448",18
May 2017,148,Nicolas Flaming inc,"287,870",13
May 2017,148,Floyd Head inc,"240,189",12
May 2017,148,Trudy Scott inc,"148,716",7
May 2017,149,Alexandria Sarmiento inc,"3,909,005",193
May 2017,149,Kenneth Larson inc,"3,769,934",181
May 2017,149,Jerold Caldwell inc,"2,522,492",123
May 2017,149,Kelly Perez 2 inc,"2,367,195",116
May 2017,149,Lorraine Kennedy inc,"1,597,198",77
May 2017,150,Effie Mayfield inc,"501,824",26
May 2017,150,Corey Perron inc,"274,269",14
May 2017,150,Theresa Woods inc,"261,136",12
May 2017,150,William Trotter inc,"187,381",11
May 2017,150,Joe Joiner 2 inc,"176,676",9
May 2017,151,Shakita Jones inc,"292,432",13
May 2017,151,Cleo Shapiro inc,"249,134",12
May 2017,151,Elfriede Jones inc,"179,584",9
May 2017,151,Darren Fairchild inc,"106,227",5
May 2017,151,Jeanette Wilkinson inc,"97,757",5
May 2017,153,Gary Neri inc,"316,630",15
May 2017,153,Jimmy Scully inc,"255,489",14
May 2017,153,Terry Franz inc,"201,458",8
May 2017,153,Martha Goldstein inc,"192,240",12
May 2017,153,Ruth Landing inc,"151,441",7
May 2017,155,Susie Wynn inc,"635,967",34
May 2017,155,Lena Napolitano inc,"465,913",23
May 2017,155,Tracie Pennington inc,"458,270",22
May 2017,155,Tina Salls inc,"401,064",20
May 2017,155,Chang Harvilla inc,"340,115",15
May 2017,156,Christopher Butts 2 inc,"683,418",37
May 2017,156,Pamela Griffin inc,"402,813",19
May 2017,156,Dorothy Miesch inc,"364,657",18
May 2017,156,Bart Massey inc,"302,689",19
May 2017,156,Della Dudziak inc,"237,096",11
May 2017,157,Helen Burnsworth inc,"1,479,840",75
May 2017,157,Loree Hansen inc,"346,316",16
May 2017,157,Pearl Stone inc,"335,892",14
May 2017,157,Andrew Owens inc,"236,668",11
May 2017,157,Robert Jenkins 7 inc,"222,105",12
May 2017,158,Dee Gallager inc,"12,096,889",607
May 2017,158,Darryl Revak inc,"11,490,815",586
May 2017,158,Robert Cruz 2 inc,"7,405,391",378
May 2017,158,Domingo Harper inc,"6,177,021",302
May 2017,158,Bridget Patterson inc,"5,475,799",274
May 2017,159,Roy Coats inc,"1,386,126",69
May 2017,159,Mary Hudspeth inc,"542,016",27
May 2017,159,Lorenzo Hawkins inc,"507,721",29
May 2017,159,Sean Groover inc,"401,909",19
May 2017,159,Allan Carter 2 inc,"371,481",16
May 2017,160,Richard Mccabe inc,"8,826,776",439
May 2017,160,Eliz Prater inc,"5,289,656",281
May 2017,160,Donna Croshaw inc,"3,161,792",151
May 2017,160,Patricia Sharp 2 inc,"3,150,441",153
May 2017,160,Laurena Parks inc,"2,531,742",124
May 2017,161,Delbert Plater inc,"2,125,450",108
May 2017,161,Joyce Fletcher inc,"1,887,780",102
May 2017,161,Claire Mcclendon inc,"1,161,392",63
May 2017,161,Bernice Winner inc,"931,915",42
May 2017,161,Sebastian Cabrera inc,"869,982",39
May 2017,162,Pedro Roberts 2 inc,"612,294",31
May 2017,162,Maureen Werre inc,"498,397",26
May 2017,162,Allen Wiersma inc,"451,188",23
May 2017,162,Sanford Myers inc,"398,129",19
May 2017,162,Jennifer Rudio inc,"370,833",16
May 2017,163,Kathy Briggs inc,"435,568",22
May 2017,163,Dale Lotzer inc,"429,577",22
May 2017,163,Linda Rogers 6 inc,"409,408",22
May 2017,163,Helen Mccutchan inc,"281,675",13
May 2017,163,Virginia Payne 2 inc,"267,377",11
May 2017,165,David Blackwell inc,"431,942",19
May 2017,165,Tyrone Malone inc,"377,493",17
May 2017,165,Florence Botcher inc,"244,323",11
May 2017,165,Michael Mabry inc,"240,758",11
May 2017,165,James Wells 5 inc,"173,857",7
May 2017,166,Cheryl Boone inc,"357,831",15
May 2017,166,Opal Siegel inc,"266,158",15
May 2017,166,Rodney Hatton inc,"213,239",12
May 2017,166,Gina Sichler inc,"145,031",8
May 2017,166,Ali Newsome inc,"136,212",7
May 2017,167,Betty Brown 9 inc,"716,502",37
May 2017,167,Valerie Doyle inc,"249,396",11
May 2017,167,Ronald Brooks 3 inc,"246,010",11
May 2017,167,Richard Sittre inc,"186,113",7
May 2017,167,Mary Pereda inc,"180,080",7
